customer_id,segment,support_channel,response_time_hours,resolution_time_hours,contacts_last_30d,satisfaction_score,retained_next_period
C01938,Mid-Market,Email,14.88,29.36,2,4.11,1
C01939,SMB,Phone,12.98,40.0,2,3.85,1
C01940,SMB,Email,23.78,61.55,2,3.12,1
C01941,Mid-Market,Chat,14.21,38.85,2,3.37,0
C01942,SMB,Email,10.32,35.44,4,4.08,0
C01943,SMB,Email,21.06,42.6,1,4.05,1
C01944,Mid-Market,Email,20.16,42.59,2,3.33,0
C01945,SMB,Phone,12.7,25.16,0,3.91,1
C01946,SMB,Email,25.58,51.93,2,3.88,1
C01947,SMB,Email,15.27,45.92,4,3.82,1
C01948,SMB,Phone,18.01,59.38,3,3.3,1
C01949,SMB,Email,8.59,11.17,2,4.32,1
C01950,SMB,Email,29.03,49.12,1,3.43,1
C01951,SMB,Chat,11.59,31.44,3,4.19,0
C01952,SMB,Email,6.7,17.49,0,4.05,0
C01953,SMB,Phone,24.84,63.75,5,3.48,0
C01954,SMB,Email,16.64,33.23,4,4.39,1
C01955,SMB,Email,4.29,9.32,2,4.35,1
C01956,Mid-Market,Chat,22.12,80.86,2,3.68,1
C01957,SMB,Chat,4.35,11.27,4,4.16,1
C01958,Mid-Market,Email,6.61,16.13,3,3.93,0
C01959,SMB,Phone,2.29,4.64,4,4.15,1
C01960,Enterprise,Phone,11.61,21.04,2,3.17,0
C01961,Mid-Market,Email,3.1,11.45,3,4.71,0
C01962,SMB,Phone,30.98,57.31,1,3.89,1
C01963,Mid-Market,Phone,9.57,25.18,5,3.44,0
C01964,SMB,Phone,6.45,20.41,1,4.35,1
C01965,SMB,Email,14.01,29.91,1,4.13,1
C01966,SMB,Email,2.52,6.68,1,3.99,0
C01967,SMB,Phone,12.52,25.08,3,4.07,1
C01968,SMB,Email,11.12,15.42,3,4.15,1
C01969,SMB,Email,9.93,28.05,3,3.3,0
C01970,SMB,Phone,30.92,67.24,3,3.09,0
C01971,Mid-Market,Email,2.35,2.92,2,3.98,1
C01972,Mid-Market,Phone,18.07,51.59,2,3.77,0
C01973,SMB,Phone,26.92,94.78,5,3.26,0
C01974,Mid-Market,Chat,17.13,52.21,4,3.17,0
C01975,Enterprise,Email,14.16,22.97,5,3.8,0
C01976,SMB,Email,3.51,12.83,3,4.01,0
C01977,Enterprise,Phone,12.3,35.04,3,4.14,0
C01978,SMB,Email,3.92,9.33,0,4.4,1
C01979,Enterprise,Email,8.56,32.07,3,4.12,1
C01980,SMB,Phone,21.43,41.02,3,3.33,0
C01981,SMB,Phone,8.04,24.35,0,3.67,1
C01982,Mid-Market,Phone,13.91,27.46,3,3.94,1
C01983,SMB,Email,13.16,46.99,2,4.34,1
C01984,Mid-Market,Email,2.29,4.6,0,4.33,1
C01985,SMB,Phone,2.86,10.08,0,3.41,1
C01986,SMB,Chat,6.04,8.92,1,4.41,1
C01987,Mid-Market,Phone,12.46,15.52,5,4.06,0
C01988,Enterprise,Email,22.42,48.32,0,3.83,1
C01989,SMB,Email,9.23,18.13,3,3.66,1
C01990,SMB,Phone,13.22,33.1,0,4.13,1
C01991,Enterprise,Email,11.55,30.86,1,3.32,1
C01992,Mid-Market,Email,3.96,14.1,3,3.77,1
C01993,SMB,Email,4.57,10.84,2,4.35,1
C01994,Mid-Market,Chat,11.83,37.44,3,4.18,1
C01995,SMB,Email,11.91,27.64,3,3.96,1
C01996,Mid-Market,Email,24.96,41.24,2,4.05,1
C01997,Mid-Market,Email,21.05,32.77,2,3.66,1
C01998,SMB,Email,16.19,40.38,2,3.27,0
C01999,Enterprise,Phone,21.92,38.43,2,3.58,1
C02000,Enterprise,Email,25.46,74.39,1,4.01,1
C02001,Mid-Market,Chat,1.46,3.62,4,3.31,0
C02002,SMB,Phone,21.28,50.65,1,3.49,0
C02003,SMB,Chat,17.52,33.56,3,3.98,1
C02004,Mid-Market,Chat,6.67,9.49,5,4.11,0
C02005,SMB,Chat,7.46,21.43,3,4.05,1
C02006,SMB,Phone,5.25,7.32,5,3.47,1
C02007,SMB,Phone,16.95,48.19,2,3.45,0
C02008,SMB,Email,13.86,42.88,3,3.26,0
C02009,Mid-Market,Email,11.7,22.79,2,3.75,0
C02010,SMB,Email,22.87,70.62,0,3.7,1
C02011,SMB,Chat,6.78,18.68,1,3.67,0
C02012,Mid-Market,Email,18.7,23.94,3,3.46,1
C02013,SMB,Email,28.59,80.63,2,4.2,1
C02014,SMB,Email,32.07,97.33,5,2.61,1
C02015,Mid-Market,Phone,11.46,26.08,2,3.95,0
C02016,SMB,Chat,8.84,18.34,1,3.91,1
C02017,Mid-Market,Chat,15.82,53.16,1,3.18,0
C02018,Mid-Market,Phone,21.2,56.84,0,4.08,1
C02019,Enterprise,Phone,14.33,27.8,2,3.92,1
C02020,Mid-Market,Email,4.83,6.01,2,3.93,1
C02021,SMB,Phone,13.81,38.18,1,3.81,1
C02022,SMB,Email,13.85,34.96,1,3.9,1
C02023,SMB,Email,16.46,36.41,1,4.56,1
C02024,SMB,Phone,9.64,20.64,2,3.4,0
C02025,Mid-Market,Email,9.81,28.51,2,3.8,1
C02026,SMB,Email,8.58,25.77,1,3.78,0
C02027,Mid-Market,Email,9.69,28.16,2,3.99,1
C02028,SMB,Email,4.12,10.99,3,3.72,1
C02029,SMB,Chat,11.31,39.28,4,3.94,1
C02030,SMB,Chat,3.39,9.89,4,4.22,0
C02031,SMB,Phone,6.98,26.16,1,4.56,0
C02032,Mid-Market,Email,10.0,19.11,2,3.9,1
C02033,Enterprise,Phone,8.88,16.13,0,3.79,1
C02034,SMB,Phone,16.8,45.58,3,4.03,1
C02035,Mid-Market,Chat,33.62,79.89,0,3.67,1
C02036,SMB,Email,4.17,9.18,7,3.67,1
C02037,Mid-Market,Email,11.54,38.85,1,3.76,1
C02038,SMB,Phone,12.5,38.42,1,3.66,1
C02039,SMB,Email,4.66,16.77,0,4.26,1
C02040,SMB,Phone,13.56,47.35,2,3.41,0
C02041,SMB,Chat,6.76,18.52,2,3.67,1
C02042,SMB,Chat,10.19,14.81,2,4.38,1
C02043,SMB,Email,12.33,41.57,2,3.65,0
C02044,SMB,Email,9.47,20.85,4,3.44,1
C02045,SMB,Chat,17.44,57.3,2,4.12,1
C02046,Enterprise,Chat,3.1,5.83,3,4.13,0
C02047,Mid-Market,Email,5.56,7.64,3,3.68,1
C02048,SMB,Email,14.43,17.72,5,4.27,1
C02049,Mid-Market,Email,16.02,47.41,4,3.4,0
C02050,Enterprise,Email,13.97,51.07,4,4.0,1
C02051,Enterprise,Email,11.53,16.98,3,3.42,0
C02052,Enterprise,Chat,17.09,47.99,4,3.83,1
C02053,SMB,Chat,32.67,48.28,2,3.84,0
C02054,SMB,Phone,6.45,17.78,2,4.47,0
C02055,SMB,Chat,16.86,51.34,1,4.23,0
C02056,Enterprise,Phone,23.47,68.5,2,3.6,0
C02057,Mid-Market,Email,5.09,18.43,8,3.51,1
C02058,SMB,Email,5.5,9.27,2,3.64,0
C02059,Mid-Market,Chat,3.09,9.44,3,3.64,1
C02060,Mid-Market,Chat,15.21,32.35,1,4.13,0
C02061,Mid-Market,Phone,7.02,8.75,5,3.95,1
C02062,SMB,Phone,18.28,61.34,0,4.46,1
C02063,SMB,Email,8.89,18.06,5,4.78,1
C02064,SMB,Chat,7.73,23.43,6,3.51,1
C02065,Mid-Market,Phone,1.41,5.25,5,4.38,1
C02066,SMB,Email,6.79,14.18,2,3.33,1
C02067,SMB,Email,17.18,51.55,2,3.76,1
C02068,SMB,Chat,3.9,14.39,0,4.09,0
C02069,Mid-Market,Chat,9.4,20.36,1,3.78,1
C02070,SMB,Chat,4.17,15.5,5,3.44,0
C02071,Mid-Market,Phone,12.92,40.55,1,3.68,0
C02072,Enterprise,Email,17.04,39.22,5,3.82,0
C02073,Enterprise,Chat,5.54,6.82,4,4.43,1
C02074,SMB,Email,6.73,19.3,3,4.08,1
C02075,SMB,Email,4.66,9.19,0,4.18,1
C02076,SMB,Email,11.43,18.98,2,3.66,0
C02077,SMB,Email,1.96,2.73,4,3.74,1
C02078,Mid-Market,Email,21.24,78.46,0,3.38,0
C02079,Mid-Market,Chat,11.43,14.05,1,3.74,1
C02080,SMB,Chat,11.35,29.16,2,4.34,1
C02081,Mid-Market,Chat,11.86,35.3,3,4.05,0
C02082,SMB,Phone,21.04,40.63,8,3.8,0
C02083,SMB,Phone,14.88,49.34,3,3.09,1
C02084,Enterprise,Email,15.27,40.21,2,4.12,1
C02085,SMB,Email,4.76,6.46,2,4.11,0
C02086,SMB,Email,13.11,33.43,1,3.22,0
C02087,Mid-Market,Chat,16.38,25.95,4,3.7,0
C02088,SMB,Chat,10.53,26.92,4,3.89,0
C02089,SMB,Chat,23.88,79.4,0,3.35,0
C02090,Mid-Market,Email,24.22,57.74,4,3.75,1
C02091,Mid-Market,Phone,1.54,2.43,2,4.06,1
C02092,SMB,Chat,11.81,38.93,3,3.83,1
C02093,Mid-Market,Chat,14.41,25.74,1,3.69,1
C02094,Enterprise,Email,21.32,70.57,2,4.2,1
C02095,SMB,Email,7.97,24.89,1,4.57,1
C02096,SMB,Email,24.44,55.45,2,4.33,1
C02097,SMB,Phone,7.5,10.72,0,4.2,1
C02098,Mid-Market,Email,5.03,9.97,2,3.95,1
C02099,Mid-Market,Phone,11.01,17.64,3,4.04,0
C02100,Mid-Market,Email,13.25,46.12,1,3.9,0
C02101,SMB,Email,21.72,58.02,5,3.32,1
C02102,SMB,Phone,8.68,30.67,1,4.29,0
C02103,SMB,Email,5.23,10.87,3,3.48,0
C02104,SMB,Chat,7.37,11.84,4,3.44,1
C02105,Mid-Market,Chat,3.77,8.72,3,3.68,1
C02106,Mid-Market,Chat,10.7,15.02,3,3.93,1
C02107,SMB,Phone,16.3,41.61,1,3.74,1
C02108,SMB,Email,3.93,4.87,3,3.78,1
C02109,Mid-Market,Chat,19.19,62.61,2,3.21,1
C02110,SMB,Chat,16.15,45.05,6,3.38,0
C02111,SMB,Chat,14.57,25.57,0,4.28,1
C02112,SMB,Email,24.09,67.49,1,3.73,0
C02113,Mid-Market,Email,30.88,72.01,3,4.02,1
C02114,Mid-Market,Email,15.14,47.26,2,4.23,1
C02115,SMB,Chat,9.75,18.39,0,4.13,1
C02116,Enterprise,Chat,8.37,15.75,1,4.28,1
C02117,SMB,Email,8.28,14.76,3,3.8,1
C02118,SMB,Email,2.23,7.88,2,4.34,1
C02119,SMB,Email,17.46,32.33,2,4.34,1
C02120,SMB,Chat,6.95,17.22,2,4.54,1
C02121,Mid-Market,Email,5.04,8.88,8,3.87,1
C02122,SMB,Email,9.93,28.28,2,3.65,1
C02123,SMB,Phone,12.81,47.62,2,3.88,1
C02124,SMB,Email,15.11,46.81,1,3.71,1
C02125,SMB,Phone,5.09,12.81,4,3.71,1
C02126,Mid-Market,Phone,17.79,40.23,3,3.74,1
C02127,SMB,Phone,16.95,63.56,3,3.61,1
C02128,SMB,Phone,7.14,22.7,3,3.69,1
C02129,Mid-Market,Email,21.89,55.25,2,3.41,0
C02130,SMB,Email,26.38,41.12,4,3.89,0
C02131,Mid-Market,Email,4.63,7.83,1,3.96,1
C02132,Mid-Market,Email,17.39,33.94,4,3.55,0
C02133,Mid-Market,Phone,6.5,10.72,4,4.84,1
C02134,SMB,Email,8.02,22.79,1,3.97,1
C02135,SMB,Email,14.61,25.35,2,3.6,0
C02136,SMB,Email,8.56,30.22,3,3.47,1
C02137,SMB,Phone,25.67,44.79,6,4.17,1
C02138,Mid-Market,Phone,5.04,16.63,5,3.72,0
C02139,Mid-Market,Email,24.53,36.38,3,4.02,0
C02140,SMB,Email,3.28,5.68,1,4.07,1
C02141,SMB,Phone,25.38,74.96,2,3.1,1
C02142,Mid-Market,Email,17.74,67.09,1,4.01,1
C02143,Mid-Market,Chat,6.02,20.4,2,4.06,0
C02144,SMB,Email,18.6,41.04,4,3.23,0
C02145,Mid-Market,Chat,7.91,19.27,2,4.31,0
C02146,Mid-Market,Chat,5.18,12.13,4,4.12,1
C02147,SMB,Phone,6.38,14.96,0,3.8,0
C02148,Enterprise,Email,11.55,43.24,4,3.86,1
C02149,Enterprise,Email,5.13,9.4,3,3.85,1
C02150,SMB,Chat,6.41,19.62,0,4.1,1
C02151,SMB,Email,21.12,78.24,2,3.67,1
C02152,SMB,Chat,7.61,28.75,1,4.18,1
C02153,Mid-Market,Email,24.88,68.38,3,3.88,0
C02154,SMB,Phone,16.71,24.78,4,4.05,1
C02155,Mid-Market,Email,24.79,48.16,2,3.84,1
C02156,Mid-Market,Phone,3.08,7.61,2,3.77,0
C02157,SMB,Chat,34.51,110.62,2,3.1,0
C02158,Mid-Market,Chat,7.78,11.31,2,3.95,0
C02159,Mid-Market,Email,6.11,16.56,7,4.43,1
C02160,Enterprise,Chat,9.04,32.02,1,4.54,1
C02161,Enterprise,Chat,2.4,3.32,4,3.71,1
C02162,SMB,Email,16.59,33.5,4,3.56,0
C02163,Mid-Market,Phone,12.44,36.62,0,4.15,1
C02164,Mid-Market,Email,3.68,10.43,0,4.67,1
C02165,Enterprise,Phone,2.16,3.01,3,4.51,1
C02166,Mid-Market,Chat,20.71,52.54,1,3.37,1
C02167,Mid-Market,Email,19.4,26.59,5,3.33,1
C02168,Mid-Market,Chat,19.5,29.55,2,3.27,0
C02169,Enterprise,Phone,28.57,73.44,2,3.71,1
C02170,Enterprise,Email,22.31,48.02,3,3.71,1
C02171,SMB,Email,17.19,57.56,2,4.04,0
C02172,Mid-Market,Chat,2.63,5.13,0,3.77,1
C02173,SMB,Email,22.27,75.84,4,3.72,0
C02174,Mid-Market,Email,6.39,12.47,3,4.33,1
C02175,Enterprise,Phone,6.31,9.68,2,4.34,1
C02176,Mid-Market,Phone,67.56,240.0,1,2.6,0
C02177,SMB,Phone,1.85,3.22,5,4.6,1
C02178,SMB,Email,9.43,31.59,4,3.37,0
C02179,SMB,Phone,2.08,6.85,2,4.81,1
C02180,Mid-Market,Phone,16.93,46.56,4,3.63,1
C02181,Mid-Market,Email,19.05,35.35,6,3.09,0
C02182,Mid-Market,Email,1.19,4.05,2,4.73,1
C02183,Mid-Market,Chat,11.56,23.62,1,4.46,1
C02184,SMB,Chat,5.1,9.14,2,4.25,1
C02185,Mid-Market,Email,3.26,11.95,1,3.81,0
C02186,SMB,Phone,6.27,18.12,2,4.73,1
C02187,SMB,Chat,14.8,44.61,5,4.46,1
C02188,Enterprise,Email,21.67,53.6,5,4.08,0
C02189,SMB,Email,18.94,64.21,3,4.09,0
C02190,Mid-Market,Email,15.28,21.63,3,3.85,1
C02191,Mid-Market,Email,6.51,22.3,4,3.5,0
C02192,SMB,Chat,11.11,25.46,3,4.17,0
C02193,SMB,Email,5.47,6.73,2,4.45,1
C02194,SMB,Phone,24.68,46.99,1,3.41,0
C02195,SMB,Chat,10.77,39.49,2,4.07,0
C02196,SMB,Chat,16.2,50.81,4,3.96,1
C02197,SMB,Chat,21.61,28.85,2,3.72,0
C02198,SMB,Email,6.65,15.87,1,3.95,1
C02199,SMB,Phone,18.12,53.24,2,3.9,1
C02200,Enterprise,Email,8.6,28.08,4,4.22,0
C02201,Mid-Market,Chat,20.86,65.48,1,3.57,0
C02202,Enterprise,Chat,24.08,81.64,3,3.77,0
C02203,SMB,Email,1.6,3.53,1,3.98,1
C02204,Mid-Market,Chat,5.66,8.77,0,4.23,1
C02205,Mid-Market,Email,6.04,22.61,1,4.3,1
C02206,Enterprise,Phone,15.14,18.88,1,4.04,1
C02207,Mid-Market,Email,8.73,32.29,0,4.0,1
C02208,Mid-Market,Email,4.85,17.44,0,4.15,1
C02209,SMB,Email,21.15,31.03,5,3.32,0
C02210,Mid-Market,Chat,3.52,7.13,1,4.43,1
C02211,Mid-Market,Chat,0.83,2.05,1,4.11,1
C02212,SMB,Email,34.31,100.4,7,3.57,1
C02213,SMB,Phone,10.89,28.88,2,3.55,0
C02214,SMB,Email,16.06,26.57,3,4.5,1
C02215,Mid-Market,Email,26.8,35.42,1,3.7,0
C02216,Mid-Market,Chat,10.69,17.03,4,3.7,1
C02217,SMB,Email,9.02,24.37,3,3.94,1
C02218,SMB,Phone,11.9,36.73,3,3.69,1
C02219,SMB,Phone,24.4,51.66,4,3.56,1
C02220,Mid-Market,Phone,5.5,9.2,4,3.69,1
C02221,SMB,Chat,6.32,17.71,2,4.15,1
C02222,SMB,Chat,18.37,52.04,1,3.68,1
C02223,SMB,Phone,6.68,23.71,0,4.15,1
C02224,SMB,Chat,8.39,16.0,1,4.01,1
C02225,Mid-Market,Email,7.49,9.26,6,3.44,1
C02226,SMB,Phone,8.46,29.37,4,4.0,1
C02227,SMB,Email,18.38,49.92,4,3.59,1
C02228,SMB,Email,25.95,47.91,4,4.15,0
C02229,SMB,Email,9.47,14.5,4,3.95,0
C02230,Enterprise,Email,6.74,19.19,2,3.95,1
C02231,SMB,Chat,48.23,129.72,0,2.94,1
C02232,SMB,Phone,14.33,38.99,1,3.85,1
C02233,Mid-Market,Email,3.31,11.83,0,4.28,1
C02234,Mid-Market,Phone,5.19,11.43,4,3.76,1
C02235,SMB,Chat,27.66,44.07,2,3.22,1
C02236,Enterprise,Phone,5.21,6.63,3,3.97,1
C02237,SMB,Phone,14.27,38.5,1,4.07,0
C02238,SMB,Email,10.02,24.71,0,3.33,1
C02239,Mid-Market,Email,12.63,33.74,3,3.36,0
C02240,Enterprise,Email,16.54,42.75,0,4.21,1
C02241,Enterprise,Email,19.85,48.35,5,3.42,0
C02242,Mid-Market,Email,30.49,85.59,5,4.01,0
C02243,SMB,Email,28.02,44.96,1,3.7,0
C02244,SMB,Email,17.61,22.04,3,3.94,1
C02245,SMB,Chat,24.1,29.08,2,3.61,1
C02246,SMB,Email,25.69,56.83,1,3.31,0
C02247,Mid-Market,Phone,17.26,42.16,4,4.41,1
C02248,SMB,Phone,4.91,12.74,3,3.63,1
C02249,SMB,Chat,9.86,21.7,6,3.28,1
C02250,SMB,Chat,12.74,34.6,3,3.85,1
C02251,Mid-Market,Email,7.49,24.64,2,3.79,1
C02252,SMB,Email,4.83,12.65,4,4.34,1
C02253,SMB,Email,4.12,5.24,4,3.77,1
C02254,Mid-Market,Phone,12.88,44.26,3,3.26,1
C02255,SMB,Email,23.39,75.18,2,3.81,1
C02256,SMB,Phone,1.41,1.78,2,4.67,1
C02257,SMB,Email,12.77,47.56,6,3.81,1
C02258,Mid-Market,Phone,5.43,9.81,4,3.83,1
C02259,SMB,Phone,4.14,13.92,5,4.04,1
C02260,SMB,Chat,22.37,60.08,4,3.69,1
C02261,Mid-Market,Email,15.44,58.28,2,3.31,1
C02262,Enterprise,Email,4.26,6.5,5,4.28,1
C02263,SMB,Email,16.29,36.96,1,4.2,0
C02264,SMB,Email,17.86,44.53,4,3.53,0
C02265,SMB,Phone,10.82,15.96,1,3.79,1
C02266,SMB,Email,26.93,43.57,6,3.78,0
C02267,SMB,Email,14.07,28.73,4,3.93,0
C02268,SMB,Email,12.67,16.82,2,3.53,1
C02269,SMB,Phone,11.42,38.92,2,3.62,0
C02270,Mid-Market,Phone,6.41,18.54,0,4.04,1
C02271,Mid-Market,Email,37.82,128.56,0,3.3,1
C02272,Enterprise,Email,3.02,11.12,3,4.09,1
C02273,SMB,Chat,15.2,27.35,5,3.4,1
C02274,SMB,Phone,15.3,38.11,2,3.57,0
C02275,SMB,Email,3.3,12.17,3,4.18,1
C02276,SMB,Chat,39.95,70.72,2,3.65,1
C02277,SMB,Email,19.47,25.61,1,3.5,0
C02278,SMB,Email,35.36,131.24,3,3.1,0
C02279,Mid-Market,Phone,9.25,34.1,1,3.94,0
C02280,SMB,Email,21.05,34.08,2,4.28,1
C02281,SMB,Email,6.89,9.53,2,3.53,1
C02282,SMB,Chat,6.75,12.51,4,3.81,0
C02283,SMB,Phone,14.8,20.11,2,3.52,0
C02284,SMB,Chat,10.56,25.1,4,3.88,0
C02285,SMB,Email,21.38,77.85,3,3.66,0
C02286,Enterprise,Email,6.0,17.11,4,4.47,1
C02287,Mid-Market,Email,5.24,7.45,2,4.26,1
C02288,SMB,Chat,4.1,15.52,1,3.73,0
C02289,SMB,Email,18.3,46.35,1,3.73,1
C02290,Mid-Market,Phone,6.13,20.61,2,3.75,1
C02291,Mid-Market,Phone,12.2,34.14,3,4.73,1
C02292,SMB,Email,25.42,60.78,2,3.88,0
C02293,Mid-Market,Chat,8.51,31.37,3,3.22,0
C02294,SMB,Email,27.06,70.6,1,3.76,1
C02295,SMB,Chat,15.28,34.29,3,3.59,1
C02296,SMB,Email,11.38,38.53,3,3.74,1
C02297,SMB,Phone,19.55,70.32,2,3.46,0
C02298,Mid-Market,Email,27.11,50.26,0,3.61,0
C02299,Mid-Market,Email,12.18,23.85,4,4.26,1
C02300,Mid-Market,Email,10.87,24.05,0,4.1,0
C02301,Mid-Market,Phone,10.7,21.7,2,4.48,1
C02302,Mid-Market,Chat,7.42,10.97,5,4.18,1
C02303,Mid-Market,Chat,7.24,14.68,5,4.47,1
C02304,SMB,Phone,6.23,15.69,3,3.45,0
C02305,SMB,Email,6.24,13.81,3,4.21,1
C02306,Mid-Market,Email,7.77,16.0,1,3.89,1
C02307,SMB,Phone,5.23,16.63,3,4.26,1
C02308,SMB,Phone,7.58,13.06,2,4.01,1
C02309,Enterprise,Phone,7.89,20.15,1,3.9,1
C02310,SMB,Email,2.58,5.04,3,4.25,1
C02311,SMB,Chat,6.16,20.54,3,4.01,1
C02312,SMB,Email,9.42,20.62,3,3.75,1
C02313,SMB,Email,8.68,30.91,4,4.29,0
C02314,Mid-Market,Email,7.85,22.46,2,4.02,0
C02315,Mid-Market,Email,21.55,61.61,3,2.85,1
C02316,SMB,Phone,5.62,13.67,3,3.9,0
C02317,Mid-Market,Email,7.09,9.47,2,3.89,1
C02318,Mid-Market,Email,11.9,40.46,2,3.41,1
C02319,SMB,Phone,7.77,26.13,0,4.34,0
C02320,Mid-Market,Phone,11.96,31.74,3,4.13,1
C02321,SMB,Chat,8.44,27.36,2,3.96,0
C02322,SMB,Chat,13.96,40.52,3,3.61,0
C02323,SMB,Email,6.26,12.66,1,4.39,1
C02324,Mid-Market,Chat,8.53,16.68,5,3.93,1
C02325,Mid-Market,Phone,17.79,57.79,2,3.26,1
C02326,SMB,Email,17.51,43.24,3,3.52,1
C02327,SMB,Email,9.05,11.92,4,4.34,1
C02328,SMB,Chat,8.22,10.72,1,3.79,1
C02329,Enterprise,Email,11.77,38.62,2,4.34,1
C02330,SMB,Email,3.87,13.14,2,3.73,1
C02331,Mid-Market,Email,16.46,31.01,4,4.3,1
C02332,Mid-Market,Email,9.15,15.47,1,4.26,1
C02333,SMB,Email,22.96,68.2,2,3.72,1
C02334,SMB,Email,24.71,44.16,3,3.76,1
C02335,Mid-Market,Phone,41.62,122.66,0,3.55,1
C02336,SMB,Chat,11.87,22.76,2,4.27,1
C02337,Mid-Market,Chat,2.9,7.14,1,4.54,1
C02338,SMB,Phone,2.93,8.64,3,3.31,0
C02339,Mid-Market,Email,7.65,23.78,2,4.25,1
C02340,Enterprise,Email,21.53,65.61,5,3.85,1
C02341,SMB,Phone,8.42,28.14,2,4.2,1
C02342,SMB,Chat,2.16,3.81,4,3.66,1
C02343,Mid-Market,Phone,4.39,9.63,2,4.15,0
C02344,Mid-Market,Chat,17.92,37.25,1,3.41,0
C02345,Mid-Market,Email,3.36,8.28,0,4.12,1
C02346,Mid-Market,Email,15.48,25.29,2,3.9,0
C02347,Mid-Market,Email,4.82,12.92,2,4.36,1
C02348,Mid-Market,Email,17.45,40.91,2,3.84,1
C02349,Mid-Market,Email,10.83,35.94,1,4.06,1
C02350,SMB,Phone,25.53,37.3,3,3.33,1
C02351,Enterprise,Email,34.2,87.58,2,3.87,1
C02352,SMB,Chat,12.8,29.87,7,3.2,1
C02353,SMB,Chat,10.72,21.2,2,3.71,0
C02354,Mid-Market,Email,5.33,7.42,1,4.64,1
C02355,Mid-Market,Phone,12.97,15.79,2,3.61,1
C02356,SMB,Chat,19.56,72.09,1,3.84,0
C02357,SMB,Email,8.12,14.12,2,3.85,1
C02358,SMB,Email,5.37,19.26,2,4.26,1
C02359,Enterprise,Phone,6.34,9.25,0,3.73,1
C02360,SMB,Chat,9.21,12.33,2,3.99,1
C02361,SMB,Phone,30.43,93.86,2,3.14,0
C02362,Mid-Market,Email,10.63,15.08,5,4.12,1
C02363,Mid-Market,Phone,13.7,44.04,1,3.57,1
C02364,Mid-Market,Email,35.81,72.2,2,2.87,0
C02365,SMB,Email,6.84,12.35,3,3.87,1
C02366,SMB,Chat,4.91,10.52,1,4.49,1
C02367,Mid-Market,Email,7.32,24.19,2,3.36,1
C02368,SMB,Email,5.81,15.99,1,3.61,1
C02369,Mid-Market,Phone,4.65,12.31,4,4.33,0
C02370,SMB,Chat,13.21,24.57,1,3.87,1
C02371,Enterprise,Email,10.99,19.04,3,3.82,1
C02372,Mid-Market,Chat,4.5,11.55,3,4.13,1
C02373,SMB,Email,25.45,62.83,2,3.64,1
C02374,Mid-Market,Phone,13.97,32.81,4,3.71,1
C02375,SMB,Email,13.51,20.08,1,4.25,1
C02376,Mid-Market,Chat,20.08,26.2,4,3.4,1
C02377,SMB,Email,21.12,73.53,4,3.61,1
C02378,Mid-Market,Chat,12.73,46.04,5,3.48,0
C02379,SMB,Email,25.33,89.04,0,4.28,0
C02380,SMB,Email,9.5,15.55,6,3.93,1
C02381,Mid-Market,Phone,10.06,30.3,3,4.18,1
C02382,SMB,Chat,10.96,33.58,6,4.34,0
C02383,Enterprise,Email,8.1,30.45,4,3.86,1
C02384,Mid-Market,Chat,13.98,35.57,1,4.29,0
C02385,Enterprise,Email,13.39,25.1,3,3.97,1
C02386,SMB,Email,17.57,64.16,1,3.93,0
C02387,Mid-Market,Phone,25.58,30.93,3,3.14,0
C02388,SMB,Email,6.38,17.42,1,4.09,0
C02389,SMB,Chat,13.24,18.71,3,4.05,1
C02390,SMB,Phone,10.89,40.35,1,3.86,1
C02391,SMB,Chat,20.46,44.63,4,3.42,0
C02392,Mid-Market,Phone,7.83,28.57,2,4.28,1
C02393,Mid-Market,Phone,16.11,51.44,2,3.97,1
C02394,Mid-Market,Email,8.3,21.67,4,3.97,0
C02395,SMB,Phone,2.03,3.53,3,4.46,0
C02396,Mid-Market,Phone,32.4,117.07,4,3.38,0
C02397,Mid-Market,Email,16.21,34.24,0,3.6,1
C02398,Mid-Market,Email,30.9,86.7,0,4.22,0
C02399,SMB,Email,8.31,29.63,2,4.12,1
C02400,SMB,Chat,10.32,19.15,3,4.43,1
C02401,Mid-Market,Email,7.05,11.12,2,4.35,1
C02402,SMB,Phone,1.44,5.0,3,4.47,1
C02403,SMB,Email,21.96,45.4,4,3.34,1
C02404,SMB,Email,9.84,30.96,1,3.58,1
C02405,SMB,Email,18.26,43.99,3,4.12,0
C02406,Mid-Market,Email,10.8,15.98,5,4.06,0
C02407,Mid-Market,Phone,7.35,18.23,7,3.95,0
C02408,SMB,Phone,9.92,15.83,3,3.76,0
C02409,Mid-Market,Email,16.67,37.68,1,4.05,1
C02410,SMB,Email,3.13,6.73,3,4.16,1
C02411,Mid-Market,Phone,8.93,32.08,2,4.18,0
C02412,Mid-Market,Chat,16.99,48.67,2,4.09,1
C02413,SMB,Chat,3.57,11.88,3,3.88,0
C02414,Mid-Market,Email,13.72,39.85,2,3.97,1
C02415,SMB,Chat,9.75,13.23,6,3.77,1
C02416,SMB,Email,10.55,38.76,1,3.86,1
C02417,SMB,Email,8.48,22.37,5,3.35,0
C02418,SMB,Email,13.83,38.13,3,3.54,0
C02419,SMB,Phone,5.89,10.84,5,3.86,1
C02420,SMB,Phone,15.55,27.27,0,3.44,1
C02421,Enterprise,Email,8.53,10.64,3,3.87,1
C02422,Mid-Market,Phone,11.21,29.21,3,3.85,1
